MeterType,MeterSerial,UtilityName,UtilityGroup,LineConnected,MeterName,UomScale,UomName,SystemName,SystemCode,Description,SampleValues
MC01,259,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC01,259,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC01,259,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC01,259,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC01,259,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC01,259,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC01,260,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC01,260,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC01,260,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC01,260,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC01,260,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC01,260,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC01,260,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC01,260,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC01,260,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC01,261,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC01,261,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC01,261,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC01,261,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC01,261,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC01,261,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC01,261,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC01,261,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC01,261,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC01,262,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC01,262,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC01,262,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC01,262,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC01,262,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC01,262,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC01,262,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC01,262,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC01,262,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC02,256,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC02,256,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC02,256,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC02,256,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC02,256,Munter Ctrl,UTL,Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Relative Humidity (%) — Moisture level inside the controlled space; critical for food safety compliance and kitchen environment standards,"69.9, 40.0, 70.7"
MC02,256,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC02,256,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC02,256,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC02,256,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC02,256,Munter Ctrl,UTL,Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"28.4, 24.0, 31.2"
MC02,256,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC02,257,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC02,257,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC02,257,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC02,257,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC02,257,Munter Ctrl,UTL,Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Relative Humidity (%) — Moisture level inside the controlled space; critical for food safety compliance and kitchen environment standards,"69.9, 40.0, 70.7"
MC02,257,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC02,257,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC02,257,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC02,257,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC02,257,Munter Ctrl,UTL,Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"28.4, 24.0, 31.2"
MC02,257,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC02,265,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC02,265,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC02,265,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC02,265,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC02,265,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC02,265,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC02,265,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC02,265,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC02,265,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
30,67,Munter Outdoor ,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Munter Outdoor  | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.12, 0.11, 0.02"
BLTH,45,Nuggets,UTL,Device ID,Food Safety Temp,RFID,RFID,Food Safety And Standards,FSAS01,Nuggets | RFID Device ID — Unique identifier of the RFID scanner used for food safety temperature logging; links readings to a specific device,null
BLTH,45,Nuggets,UTL,Remarks,Food Safety Temp,Text,Text,Food Safety And Standards,FSAS01,Nuggets | Food Safety Remarks — Free-form text notes or comments logged during food safety temperature checks,null
BLTH,45,Nuggets,UTL,Temperature,Food Safety Temp,°F,Temprature,Food Safety And Standards,FSAS01,Nuggets | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,360.1
30,68,ODU1,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"ODU1 | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","1.86, 0.14, 3.09"
30,68,ODU2,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"ODU2 | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.15, 0.14, 3.19"
2,4,Office ,UTL,kW,Electricity,kW,Kilowatt,Electricity Monitoring,ELEC01,Office  | Active Power Demand — Instantaneous real power being drawn at any given moment,"2.91, 13.45, 2.98"
2,4,Office ,UTL,kWh,Electricity,kWh,Kilowatt Hour,Electricity Monitoring,ELEC01,"Office  | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","1.78, 2.02, 2.16"
